L,kappa,lambda,eps_2,eps,acceptance_rate,delta_H_abs_mean,delta_H_abs_std,N_steps,N_trajectories,batch_size,seed
8,0.28,0.5,1.4478885713912363e-05,0.0038051131013298886,1.0,1.1202991176286048e-05,8.939283190799675e-06,263,100,100,89606
8,0.28,0.5,2.1210672865390052e-05,0.004605504626573515,1.0,1.6323591824104968e-05,1.2710826435187913e-05,217,100,100,8550
8,0.28,0.5,3.1072325059538616e-05,0.005574255561017867,1.0,2.4083141529608555e-05,1.9013342688656144e-05,179,100,100,93917
8,0.28,0.5,4.55190361349187e-05,0.0067467796862591195,1.0,3.4968072346300264e-05,2.801535669583693e-05,148,100,100,23006
8,0.28,0.5,6.668257514305255e-05,0.008165939942410338,1.0,5.165075955245655e-05,4.068912564554652e-05,122,100,100,6325
8,0.28,0.5,9.768585201429122e-05,0.009883615331157482,0.9998999834060669,7.520245346344723e-05,5.996582788312013e-05,101,100,100,53943
8,0.28,0.5,0.00014310373682010125,0.011962597411101873,1.0,0.00011337478671915094,8.975736811998461e-05,84,100,100,74465
8,0.28,0.5,0.0002096381315165353,0.014478885713912355,0.9998999834060669,0.00016070696509083222,0.00012655401017933518,69,100,100,75046
8,0.28,0.5,0.0003071069083331647,0.0175244659928103,0.9996999502182007,0.0002365750424980476,0.00018704751091253792,57,100,100,7978
8,0.28,0.5,0.00044989264340259425,0.02121067286539006,0.9995999932289124,0.00034352353617299303,0.0002708093780987302,47,100,100,41993
8,0.28,0.5,0.000659064922004935,0.02567225977597093,0.9996999502182007,0.0005101760481684245,0.00040315664975342267,39,100,100,9365
8,0.28,0.5,0.0009654893846056303,0.031072325059538598,0.9997999668121338,0.0007410063169105477,0.000591534383642687,32,100,100,33629
8,0.28,0.5,0.0014143822871810778,0.03760827418509227,0.9993999600410461,0.0010781118270101872,0.0008486527300658204,27,100,100,56150
8,0.28,0.5,0.002071982650652037,0.04551903613491873,0.9993000030517578,0.0016002496821271018,0.0012466064000495492,22,100,100,50087
8,0.28,0.5,0.0030353265475060406,0.05509379772266603,0.9991999864578247,0.002338363073228979,0.0018408974920206456,18,100,100,16042
8,0.28,0.5,0.004446565827708846,0.06668257514305252,0.9987999796867371,0.003346986909565878,0.0026423180965252,15,100,100,39974
8,0.28,0.5,0.006513944167356084,0.08070900920811805,0.9977999925613403,0.005117181104989243,0.004058624695335146,12,100,100,40428
8,0.28,0.5,0.009542525683758019,0.0976858520142913,0.9968999624252319,0.007407915355837525,0.0057882074515241255,10,100,100,40683
8,0.28,0.5,0.013979210457700486,0.11823371117283127,0.9926999807357788,0.010884146518582364,0.008756245841657458,8,100,100,45216
8,0.28,0.5,0.020478679491876803,0.14310373682010125,0.9909999966621399,0.016022443054781416,0.01258882408071208,7,100,100,69723
8,0.28,0.5,0.03,0.17320508075688773,0.9838999509811401,0.023346860059762987,0.018096743909960415,6,100,100,26034
8,0.28,0.5,0.04947368421052632,0.22242680641174148,0.98089998960495,0.039210309538187715,0.031050886905182155,4,100,100,61884
8,0.28,0.5,0.06894736842105263,0.26257830912139835,0.9733999967575073,0.055891582480389286,0.044645460491616724,4,100,100,127
8,0.28,0.5,0.08842105263157896,0.29735677667001126,0.9628999829292297,0.07586471035390507,0.06360562019248515,3,100,100,20717
8,0.28,0.5,0.10789473684210528,0.3284733426658932,0.9461999535560608,0.10261987040433246,0.0911693855873453,3,100,100,99638
8,0.28,0.5,0.12736842105263158,0.35688712648767756,0.9303999543190002,0.1392444312888559,0.13103566986452794,3,100,100,69627
8,0.28,0.5,0.14684210526315788,0.38319982419510307,0.9038999676704407,0.19472165553264706,0.1887475158530352,3,100,100,48490
8,0.28,0.5,0.16631578947368422,0.4078183290065372,0.8870999813079834,0.23421864717803656,0.22497381796771698,2,100,100,68746
8,0.28,0.5,0.18578947368421053,0.4310330308505492,0.8504999876022339,0.3098246953935455,0.3107249873938541,2,100,100,78236
8,0.28,0.5,0.20526315789473684,0.45305977298225986,0.814799964427948,0.41057072248103027,0.434124303001173,2,100,100,86205
8,0.28,0.5,0.22473684210526315,0.4740641750915831,0.7651000022888184,0.5084735182971653,0.5149586057059264,2,100,100,89936
8,0.28,0.5,0.2442105263157895,0.4941766144970738,0.7210999727249146,0.6385230667915781,0.6565480867704786,2,100,100,56298
8,0.28,0.5,0.26368421052631574,0.513501908980206,0.6764000058174133,0.7912184178535142,0.8435177943567369,2,100,100,80811
8,0.28,0.5,0.28315789473684216,0.5321258260382051,0.6172999739646912,0.9943487635386119,1.0143594008041672,2,100,100,1724
8,0.28,0.5,0.3026315789473685,0.5501196042201809,0.5704999566078186,1.1833935638785031,1.1929478840001315,2,100,100,16130
8,0.28,0.5,0.32210526315789473,0.5675431817561504,0.5116999745368958,1.456263688379855,1.462810725825322,2,100,100,65374
8,0.28,0.5,0.3415789473684211,0.5844475574150525,0.4560000002384186,1.7371396982174565,1.743544999923242,2,100,100,19061
8,0.28,0.5,0.3610526315789474,0.6008765526952665,0.4077000021934509,2.087235965113228,2.0821478991740308,2,100,100,69629
8,0.28,0.5,0.3805263157894737,0.616868151057804,0.3595999777317047,2.4541738128390413,2.3756364309816527,2,100,100,36159
8,0.28,0.5,0.4,0.6324555320336759,0.31209999322891235,2.939077824497735,2.7843053132857025,2,100,100,33139
8,0.28,1.0,1e-06,0.001,1.0,1.3296960590885477e-06,1.0396720111233174e-06,1000,100,100,77606
8,0.28,1.0,1.4649382061914714e-06,0.0012103463166348181,1.0,1.975192456632158e-06,1.5262173581676934e-06,826,100,100,22213
8,0.28,1.0,2.1460439479594814e-06,0.0014649382061914698,1.0,2.8952884546228575e-06,2.26375514893103e-06,683,100,100,58439
8,0.28,1.0,3.1438217715318246e-06,0.0017730825619614629,1.0,4.12602236627464e-06,3.2667918949429605e-06,564,100,100,79981
8,0.28,1.0,4.605504626573514e-06,0.0021460439479594807,1.0,6.3658256593200236e-06,4.921108246717036e-06,466,100,100,58195
8,0.28,1.0,6.7467796862591274e-06,0.002597456387749201,1.0,9.19351501808805e-06,7.144694824004223e-06,385,100,100,56196
8,0.28,1.0,9.883615331157482e-06,0.0031438217715318217,1.0,1.3490113967831974e-05,1.0407627138269571e-05,318,100,100,40324
8,0.28,1.0,1.4478885713912363e-05,0.0038051131013298886,1.0,1.929671508050177e-05,1.5314436457097243e-05,263,100,100,82000
8,0.28,1.0,2.1210672865390052e-05,0.004605504626573515,1.0,2.9115551217497426e-05,2.28224750287031e-05,217,100,100,97147
8,0.28,1.0,3.1072325059538616e-05,0.005574255561017867,1.0,4.269951562171244e-05,3.2775343463615266e-05,179,100,100,17730
8,0.28,1.0,4.55190361349187e-05,0.0067467796862591195,1.0,6.068667194457192e-05,4.6254255577880556e-05,148,100,100,48833
8,0.28,1.0,6.668257514305255e-05,0.008165939942410338,1.0,9.093765516142511e-05,7.08266336276563e-05,122,100,100,10725
8,0.28,1.0,9.768585201429122e-05,0.009883615331157482,1.0,0.0001350009161501454,0.00010548339004344593,101,100,100,33456
8,0.28,1.0,0.00014310373682010125,0.011962597411101873,1.0,0.000195755655929554,0.00015386001941767913,84,100,100,54779
8,0.28,1.0,0.0002096381315165353,0.014478885713912355,1.0,0.00028765729925744383,0.0002228753132923608,69,100,100,52074
8,0.28,1.0,0.0003071069083331647,0.0175244659928103,1.0,0.0004169335244409041,0.000323672819691003,57,100,100,48129
8,0.28,1.0,0.00044989264340259425,0.02121067286539006,0.9995999932289124,0.0006185815549983132,0.00047960634640091825,47,100,100,373
8,0.28,1.0,0.000659064922004935,0.02567225977597093,0.9991999864578247,0.0009014801965910309,0.0007066624937377725,39,100,100,10930
8,0.28,1.0,0.0009654893846056303,0.031072325059538598,0.9994999766349792,0.0013238395846453116,0.0010291572897202026,32,100,100,31281
8,0.28,1.0,0.0014143822871810778,0.03760827418509227,0.9990999698638916,0.0019208264579634034,0.001475289452377484,27,100,100,37124
8,0.28,1.0,0.002071982650652037,0.04551903613491873,0.998199999332428,0.0028193283166514714,0.002211390827790186,22,100,100,30201
8,0.28,1.0,0.0030353265475060406,0.05509379772266603,0.9964999556541443,0.004141709375728782,0.003242348312562257,18,100,100,97907
8,0.28,1.0,0.004446565827708846,0.06668257514305252,0.9961999654769897,0.006031468137180698,0.004705797571001911,15,100,100,53600
8,0.28,1.0,0.006513944167356084,0.08070900920811805,0.9961999654769897,0.008977779999390709,0.006988837366609802,12,100,100,65655
8,0.28,1.0,0.009542525683758019,0.0976858520142913,0.9936999678611755,0.013125310939517161,0.010301547274487538,10,100,100,71744
8,0.28,1.0,0.013979210457700486,0.11823371117283127,0.9907999634742737,0.01966009875755758,0.015290831110639043,8,100,100,91484
8,0.28,1.0,0.020478679491876803,0.14310373682010125,0.9842000007629395,0.027981722974164507,0.021891496287644432,7,100,100,84129
8,0.28,1.0,0.03,0.17320508075688773,0.979699969291687,0.041345859629432435,0.031819976728052445,6,100,100,37614
8,0.28,1.0,0.04947368421052632,0.22242680641174148,0.9639999866485596,0.07327918080365173,0.05846320398048175,4,100,100,78854
8,0.28,1.0,0.06894736842105263,0.26257830912139835,0.9424999952316284,0.1149364421958097,0.09862651103562035,4,100,100,2438
8,0.28,1.0,0.08842105263157896,0.29735677667001126,0.9096999764442444,0.18255955628526363,0.16271971935771468,3,100,100,97110
8,0.28,1.0,0.10789473684210528,0.3284733426658932,0.8549000024795532,0.2916737665892293,0.2810970086118722,3,100,100,19430
8,0.28,1.0,0.12736842105263158,0.35688712648767756,0.7735999822616577,0.479967873050457,0.47071368094274246,3,100,100,82147
8,0.28,1.0,0.14684210526315788,0.38319982419510307,0.6899999976158142,0.7318873272468178,0.6920330648107322,3,100,100,71708
8,0.28,1.0,0.16631578947368422,0.4078183290065372,0.6597999930381775,0.8529290301772872,0.8336997441723206,2,100,100,28967
8,0.28,1.0,0.18578947368421053,0.4310330308505492,0.5724999904632568,1.150268806297387,1.1068519449119072,2,100,100,29111
8,0.28,1.0,0.20526315789473684,0.45305977298225986,0.48510000109672546,1.5701998655517377,1.5079890614152165,2,100,100,6739
8,0.28,1.0,0.22473684210526315,0.4740641750915831,0.3824999928474426,2.105394873693891,1.9224585396083367,2,100,100,45944
8,0.28,1.0,0.2442105263157895,0.4941766144970738,0.3262999951839447,2.6568372484858185,2.493028969934112,2,100,100,89453
8,0.28,1.0,0.26368421052631574,0.513501908980206,0.24650000035762787,3.710725554349171,3.981855515316388,2,100,100,81309
8,0.28,1.0,0.28315789473684216,0.5321258260382051,0.20029999315738678,4.5475642636554445,4.040104235376883,2,100,100,3640
8,0.28,1.0,0.3026315789473685,0.5501196042201809,0.1460999995470047,5.686693616377754,6.1464689178396785,2,100,100,56458
8,0.28,1.0,0.32210526315789473,0.5675431817561504,0.10130000114440918,8.229751040976055,12.604082636537811,2,100,100,6376
8,0.28,1.0,0.3415789473684211,0.5844475574150525,0.07270000129938126,9.54944082196554,28.379799689450415,2,100,100,80335
8,0.28,1.0,0.3610526315789474,0.6008765526952665,0.05389999970793724,19.098554868316082,420.5774859339309,2,100,100,64411
8,0.28,1.0,0.3805263157894737,0.616868151057804,0.036399997770786285,373.61683684831456,21299.844732079146,2,100,100,9631
8,0.28,1.0,0.4,0.6324555320336759,0.030399998649954796,304.4764482727798,13685.792759149139,2,100,100,97808
8,0.28,2.0,1e-06,0.001,1.0,2.511772498639431e-06,1.9524867695174674e-06,1000,100,100,9860
8,0.28,2.0,1.4649382061914714e-06,0.0012103463166348181,1.0,3.738344947177552e-06,2.9092063617157006e-06,826,100,100,85653
8,0.28,2.0,2.1460439479594814e-06,0.0014649382061914698,1.0,5.386581183977768e-06,4.146880567094758e-06,683,100,100,36783
8,0.28,2.0,3.1438217715318246e-06,0.0017730825619614629,1.0,8.011262946667586e-06,6.1386710296881135e-06,564,100,100,35316
8,0.28,2.0,4.605504626573514e-06,0.0021460439479594807,1.0,1.1587959748559485e-05,8.939766983169364e-06,466,100,100,48487
8,0.28,2.0,6.7467796862591274e-06,0.002597456387749201,0.9998999834060669,1.7058004666768767e-05,1.3081757861472824e-05,385,100,100,61678
8,0.28,2.0,9.883615331157482e-06,0.0031438217715318217,1.0,2.4685914779335152e-05,1.8675419655258507e-05,318,100,100,9474
8,0.28,2.0,1.4478885713912363e-05,0.0038051131013298886,1.0,3.6378506959684386e-05,2.78979137000006e-05,263,100,100,68515
8,0.28,2.0,2.1210672865390052e-05,0.004605504626573515,1.0,5.4105146077718306e-05,4.209729885724794e-05,217,100,100,84522
8,0.28,2.0,3.1072325059538616e-05,0.005574255561017867,1.0,7.786550122450962e-05,6.041858558957594e-05,179,100,100,38884
8,0.28,2.0,4.55190361349187e-05,0.0067467796862591195,0.9998999834060669,0.00011407289101882086,8.72286698995778e-05,148,100,100,97494
8,0.28,2.0,6.668257514305255e-05,0.008165939942410338,1.0,0.00017071243084148903,0.0001316580875630354,122,100,100,84296
8,0.28,2.0,9.768585201429122e-05,0.009883615331157482,0.9998999834060669,0.00024891275968469845,0.00019230590159059462,101,100,100,80383
8,0.28,2.0,0.00014310373682010125,0.011962597411101873,0.9997999668121338,0.00035594796295598384,0.00027574194539391677,84,100,100,28674
8,0.28,2.0,0.0002096381315165353,0.014478885713912355,0.9998999834060669,0.0005306888908250152,0.00040633752413033077,69,100,100,82632
8,0.28,2.0,0.0003071069083331647,0.0175244659928103,0.9997999668121338,0.0007694625965211863,0.0005925042563320259,57,100,100,49766
8,0.28,2.0,0.00044989264340259425,0.02121067286539006,0.9994999766349792,0.0011534915252070128,0.0008850137573994749,47,100,100,63054
8,0.28,2.0,0.000659064922004935,0.02567225977597093,0.9993000030517578,0.0016560272471966024,0.0012802904444220043,39,100,100,50156
8,0.28,2.0,0.0009654893846056303,0.031072325059538598,0.9984999895095825,0.002350221156817181,0.001824692220628203,32,100,100,88934
8,0.28,2.0,0.0014143822871810778,0.03760827418509227,0.9987999796867371,0.0035445772300732267,0.002762887842348854,27,100,100,2186
8,0.28,2.0,0.002071982650652037,0.04551903613491873,0.9971999526023865,0.0052309014603121925,0.004039808756065416,22,100,100,36326
8,0.28,2.0,0.0030353265475060406,0.05509379772266603,0.9955999851226807,0.007713835902670533,0.0060349088374667065,18,100,100,2513
8,0.28,2.0,0.004446565827708846,0.06668257514305252,0.9942999482154846,0.011298868773562848,0.008662283978806293,15,100,100,47074
8,0.28,2.0,0.006513944167356084,0.08070900920811805,0.9921999573707581,0.016684353834344502,0.012990762132357968,12,100,100,19333
8,0.28,2.0,0.009542525683758019,0.0976858520142913,0.9868999719619751,0.024497406195732655,0.01870596328446111,10,100,100,57942
8,0.28,2.0,0.013979210457700486,0.11823371117283127,0.9821999669075012,0.03629151377844659,0.02841793644537471,8,100,100,93375
8,0.28,2.0,0.020478679491876803,0.14310373682010125,0.9749999642372131,0.053507224452839924,0.04138337667564878,7,100,100,2344
8,0.28,2.0,0.03,0.17320508075688773,0.9566999673843384,0.07962726329827936,0.06237036020899167,6,100,100,28641
8,0.28,2.0,0.04947368421052632,0.22242680641174148,0.9168999791145325,0.17302430494497864,0.14863553829142565,4,100,100,14542
8,0.28,2.0,0.06894736842105263,0.26257830912139835,0.8023999929428101,0.4072331303030275,0.3640745176309914,4,100,100,47149
8,0.28,2.0,0.08842105263157896,0.29735677667001126,0.6685000061988831,0.7573559542973559,0.6905747403340128,3,100,100,27164
8,0.28,2.0,0.10789473684210528,0.3284733426658932,0.484499990940094,1.5211566297771992,1.3734202167766976,3,100,100,27085
8,0.28,2.0,0.12736842105263158,0.35688712648767756,0.29739999771118164,2.7929810946788676,2.397345405692046,3,100,100,32175
8,0.28,2.0,0.14684210526315788,0.38319982419510307,0.17260000109672546,4.733085467379973,4.201302000713093,3,100,100,46852
8,0.28,2.0,0.16631578947368422,0.4078183290065372,0.17170000076293945,4.7348282514782785,3.592197125923427,2,100,100,89319
8,0.28,2.0,0.18578947368421053,0.4310330308505492,0.10109999775886536,6.939508873278603,5.013317476609216,2,100,100,27594
8,0.28,2.0,0.20526315789473684,0.45305977298225986,0.04319999739527702,10.368150817342162,7.297211729404008,2,100,100,21029
8,0.28,2.0,0.22473684210526315,0.4740641750915831,0.0279999990016222,459.26521786216426,42536.45441194969,2,100,100,32299
8,0.28,2.0,0.2442105263157895,0.4941766144970738,0.00989999994635582,48.6072065375227,1977.0156114591177,2,100,100,27671
8,0.28,2.0,0.26368421052631574,0.513501908980206,0.006300000008195639,263.1962672835926,7950.08737678263,2,100,100,50352
8,0.28,2.0,0.28315789473684216,0.5321258260382051,0.003999999724328518,4922.547066051168,129529.53341250554,2,100,100,57054
8,0.28,2.0,0.3026315789473685,0.5501196042201809,0.002099999925121665,77556.75429351356,5334617.7092852555,2,100,100,27211
8,0.28,2.0,0.32210526315789473,0.5675431817561504,0.001500000013038516,503635.09048099874,27578212.443921324,2,100,100,84255
8,0.28,2.0,0.3415789473684211,0.5844475574150525,0.0010999999940395355,1099122350553.0553,77969309562300.4,2,100,100,17726
8,0.28,2.0,0.3610526315789474,0.6008765526952665,0.00019999999494757503,83498660226.8798,6567721269272.275,2,100,100,9225
8,0.28,2.0,0.3805263157894737,0.616868151057804,0.0,2993516740855512.5,2.97679628727901e+17,2,100,100,19287
8,0.28,2.0,0.4,0.6324555320336759,0.0,1.2815806076584886e+22,1.1527607952631513e+24,2,100,100,65430
8,0.28,5.0,1e-06,0.001,1.0,3.091772031671525e-06,2.6950186812657823e-06,1000,100,100,7502
8,0.28,5.0,1.4649382061914714e-06,0.0012103463166348181,1.0,4.5666812736193666e-06,3.9736123844377115e-06,826,100,100,97876
8,0.28,5.0,2.1460439479594814e-06,0.0014649382061914698,1.0,6.727005100041339e-06,5.8444722824957825e-06,683,100,100,70137
8,0.28,5.0,3.1438217715318246e-06,0.0017730825619614629,1.0,9.788882320463445e-06,8.569264622617474e-06,564,100,100,74870
8,0.28,5.0,4.605504626573514e-06,0.0021460439479594807,1.0,1.454507727220431e-05,1.2764037563868521e-05,466,100,100,55344
8,0.28,5.0,6.7467796862591274e-06,0.002597456387749201,0.9998999834060669,2.1140887335185e-05,1.8490047411678734e-05,385,100,100,32267
8,0.28,5.0,9.883615331157482e-06,0.0031438217715318217,1.0,3.064316480009808e-05,2.6264682812501725e-05,318,100,100,65883
8,0.28,5.0,1.4478885713912363e-05,0.0038051131013298886,1.0,4.466858008525776e-05,3.949260888529793e-05,263,100,100,93136
8,0.28,5.0,2.1210672865390052e-05,0.004605504626573515,1.0,6.520421039341286e-05,5.695378216945307e-05,217,100,100,4735
8,0.28,5.0,3.1072325059538616e-05,0.005574255561017867,1.0,9.802744553124612e-05,8.577631178490279e-05,179,100,100,22717
8,0.28,5.0,4.55190361349187e-05,0.0067467796862591195,0.9998999834060669,0.0001434351080193281,0.00012442496762555652,148,100,100,67106
8,0.28,5.0,6.668257514305255e-05,0.008165939942410338,0.9998999834060669,0.00020772262425794354,0.00017985473001720865,122,100,100,92743
8,0.28,5.0,9.768585201429122e-05,0.009883615331157482,1.0,0.0002995140837126087,0.0002601979705449336,101,100,100,93279
8,0.28,5.0,0.00014310373682010125,0.011962597411101873,0.9998999834060669,0.00044454316181709075,0.00038918050283242184,84,100,100,20929
8,0.28,5.0,0.0002096381315165353,0.014478885713912355,0.9997999668121338,0.0006572205254284754,0.0005717648670024552,69,100,100,49361
8,0.28,5.0,0.0003071069083331647,0.0175244659928103,0.9993999600410461,0.0009602776833889807,0.0008308508358531163,57,100,100,26724
8,0.28,5.0,0.00044989264340259425,0.02121067286539006,0.9994999766349792,0.0013933459189127654,0.0012128762001226295,47,100,100,85590
8,0.28,5.0,0.000659064922004935,0.02567225977597093,0.9988999962806702,0.0020693507421677432,0.0018260363286700877,39,100,100,34330
8,0.28,5.0,0.0009654893846056303,0.031072325059538598,0.9980999827384949,0.003145484901854222,0.002658471170592037,32,100,100,11342
8,0.28,5.0,0.0014143822871810778,0.03760827418509227,0.9980999827384949,0.0041880370381266975,0.0036898712063148584,27,100,100,35736
8,0.28,5.0,0.002071982650652037,0.04551903613491873,0.9970999956130981,0.00649295393160837,0.005707275957843299,22,100,100,80780
8,0.28,5.0,0.0030353265475060406,0.05509379772266603,0.9959999918937683,0.009553362398261317,0.008209990117775137,18,100,100,77494
8,0.28,5.0,0.004446565827708846,0.06668257514305252,0.9921000003814697,0.014380904451581637,0.01234363966464633,15,100,100,88053
8,0.28,5.0,0.006513944167356084,0.08070900920811805,0.988599956035614,0.0221698813939858,0.0184891364649324,12,100,100,48464
8,0.28,5.0,0.009542525683758019,0.0976858520142913,0.9853000044822693,0.03253998465310566,0.02776409653697209,10,100,100,37000
8,0.28,5.0,0.013979210457700486,0.11823371117283127,0.974399983882904,0.05380972493012152,0.04445152497804184,8,100,100,76112
8,0.28,5.0,0.020478679491876803,0.14310373682010125,0.9598000049591064,0.0862475371948279,0.07723587956224334,7,100,100,35639
8,0.28,5.0,0.03,0.17320508075688773,0.8757999539375305,0.24813224273760406,0.2227951083543589,6,100,100,85204
8,0.28,5.0,0.04947368421052632,0.22242680641174148,0.49229997396469116,1.422678119263688,1.1944108965723719,4,100,100,54629
8,0.28,5.0,0.06894736842105263,0.26257830912139835,0.11710000038146973,5.70573928232903,4.021278263615982,4,100,100,41958
8,0.28,5.0,0.08842105263157896,0.29735677667001126,0.030799999833106995,13.894196483488841,11.64393517098677,3,100,100,14037
8,0.28,5.0,0.10789473684210528,0.3284733426658932,0.00019999999494757503,77.93170731494644,34.469742571137154,3,100,100,87931
8,0.28,5.0,0.12736842105263158,0.35688712648767756,0.0,3.322683720774376e+40,2.723926345726431e+42,3,100,100,19561
8,0.28,5.0,0.14684210526315788,0.38319982419510307,0.0,3.000466500207998e+64,3.0003061681954772e+66,3,100,100,94758
8,0.28,5.0,0.16631578947368422,0.4078183290065372,0.0,85184.29611159531,1237978.0295713793,2,100,100,31553
8,0.28,5.0,0.18578947368421053,0.4310330308505492,0.0,31099601427.401512,2629271881713.3696,2,100,100,19702
8,0.28,5.0,0.20526315789473684,0.45305977298225986,0.0,1.7118372612504512e+24,1.7114831891396563e+26,2,100,100,82139
8,0.28,5.0,0.22473684210526315,0.4740641750915831,0.0,2.3149780731589803e+28,2.3061352904705994e+30,2,100,100,22489
8,0.28,5.0,0.2442105263157895,0.4941766144970738,0.0,2.739502650073927e+32,2.7335671441569866e+34,2,100,100,26567
8,0.28,5.0,0.26368421052631574,0.513501908980206,0.0,9.883746171962523e+33,9.835273226211348e+35,2,100,100,50051
8,0.28,5.0,0.28315789473684216,0.5321258260382051,0.0,1.1936377064252844e+40,8.659574408193008e+41,2,100,100,46381
8,0.28,5.0,0.3026315789473685,0.5501196042201809,0.0,1.6136949928077184e+42,1.4574139247049751e+44,2,100,100,66759
8,0.28,5.0,0.32210526315789473,0.5675431817561504,0.0,1.3939951293089884e+50,1.3904523621520307e+52,2,100,100,50537
8,0.28,5.0,0.3415789473684211,0.5844475574150525,0.0,1.508752090505687e+49,7.112591260619795e+50,2,100,100,45990
8,0.28,5.0,0.3610526315789474,0.6008765526952665,0.0,1.466116717113579e+52,1.3658916398371788e+54,2,100,100,91040
8,0.28,5.0,0.3805263157894737,0.616868151057804,0.0,1.6240953806741028e+57,1.5324693778915788e+59,2,100,100,58647
8,0.28,5.0,0.4,0.6324555320336759,0.0,7.387215190804853e+57,4.727223056715888e+59,2,100,100,82471
8,0.28,10.0,1e-06,0.001,1.0,5.878068829743199e-06,4.57178835769535e-06,1000,100,100,77189
8,0.28,10.0,1.4649382061914714e-06,0.0012103463166348181,0.9998999834060669,8.504226657571223e-06,6.609459838915963e-06,826,100,100,29203
8,0.28,10.0,2.1460439479594814e-06,0.0014649382061914698,1.0,1.2454361219209886e-05,9.588315048236485e-06,683,100,100,4675
8,0.28,10.0,3.1438217715318246e-06,0.0017730825619614629,1.0,1.863929007660943e-05,1.4473492259152684e-05,564,100,100,55309
8,0.28,10.0,4.605504626573514e-06,0.0021460439479594807,1.0,2.701012158971281e-05,2.113598473540257e-05,466,100,100,87957
8,0.28,10.0,6.7467796862591274e-06,0.002597456387749201,1.0,3.992529485993402e-05,3.127523713205069e-05,385,100,100,35918
8,0.28,10.0,9.883615331157482e-06,0.0031438217715318217,1.0,5.813924544052896e-05,4.4805093909399295e-05,318,100,100,20419
8,0.28,10.0,1.4478885713912363e-05,0.0038051131013298886,1.0,8.52905074642635e-05,6.658844927847866e-05,263,100,100,82982
8,0.28,10.0,2.1210672865390052e-05,0.004605504626573515,1.0,0.00012575013637548268,9.828470433211894e-05,217,100,100,99814
8,0.28,10.0,3.1072325059538616e-05,0.005574255561017867,0.9998999834060669,0.00018481974496073407,0.00014364211233133952,179,100,100,38656
8,0.28,10.0,4.55190361349187e-05,0.0067467796862591195,0.9998999834060669,0.0002637352836863869,0.00020428012007851052,148,100,100,97810
8,0.28,10.0,6.668257514305255e-05,0.008165939942410338,0.9997999668121338,0.0003872451835656179,0.00030076651253304194,122,100,100,61895
8,0.28,10.0,9.768585201429122e-05,0.009883615331157482,0.9995999932289124,0.0005655844628279212,0.00044418630460347293,101,100,100,65457
8,0.28,10.0,0.00014310373682010125,0.011962597411101873,0.9994999766349792,0.000844914626967929,0.0006615974429320156,84,100,100,67434
8,0.28,10.0,0.0002096381315165353,0.014478885713912355,0.9997999668121338,0.0012441491911552689,0.0009653251562568276,69,100,100,7792
8,0.28,10.0,0.0003071069083331647,0.0175244659928103,0.9993000030517578,0.0018068567599494616,0.0013962713033213998,57,100,100,91769
8,0.28,10.0,0.00044989264340259425,0.02121067286539006,0.9991999864578247,0.0026152549657205955,0.002067332488277552,47,100,100,79565
8,0.28,10.0,0.000659064922004935,0.02567225977597093,0.9978999495506287,0.0038651181673580314,0.0029879118994069137,39,100,100,55951
8,0.28,10.0,0.0009654893846056303,0.031072325059538598,0.9972999691963196,0.0055274559809466795,0.004358222466467933,32,100,100,95067
8,0.28,10.0,0.0014143822871810778,0.03760827418509227,0.9949999451637268,0.008623715543817185,0.006714450584038725,27,100,100,35868
8,0.28,10.0,0.002071982650652037,0.04551903613491873,0.9928999543190002,0.012471949928215438,0.009749935366763843,22,100,100,41323
8,0.28,10.0,0.0030353265475060406,0.05509379772266603,0.9899999499320984,0.01765977482465382,0.01385320175747018,18,100,100,44654
8,0.28,10.0,0.004446565827708846,0.06668257514305252,0.9878999590873718,0.026515818006134704,0.020879084640359324,15,100,100,12179
8,0.28,10.0,0.006513944167356084,0.08070900920811805,0.981499969959259,0.0363727557733816,0.0286499035094332,12,100,100,91237
8,0.28,10.0,0.009542525683758019,0.0976858520142913,0.9673999547958374,0.05851012455141461,0.047261640702530985,10,100,100,36702
8,0.28,10.0,0.013979210457700486,0.11823371117283127,0.9454999566078186,0.11050248279602574,0.09300857389871127,8,100,100,56464
8,0.28,10.0,0.020478679491876803,0.14310373682010125,0.795699954032898,0.42416021707135426,0.36634054681411404,7,100,100,59298
8,0.28,10.0,0.03,0.17320508075688773,0.366599977016449,2.1050738663123165,1.704376965177073,6,100,100,54059
8,0.28,10.0,0.04947368421052632,0.22242680641174148,0.0,168.21784481748819,380.8288777732218,4,100,100,22587
8,0.28,10.0,0.06894736842105263,0.26257830912139835,0.0,5.450276663864589e+24,4.6137283686413065e+26,4,100,100,7805
8,0.28,10.0,0.08842105263157896,0.29735677667001126,0.0,9.829729458074388e+66,8.572285002897263e+68,3,100,100,46687
8,0.28,10.0,0.10789473684210528,0.3284733426658932,0.0,7.585181435718239e+105,7.584802167164507e+107,3,100,100,15939
8,0.28,10.0,0.12736842105263158,0.35688712648767756,0.0,1.8048387700795776e+261,inf,3,100,100,68276
8,0.28,10.0,0.14684210526315788,0.38319982419510307,0.0,inf,nan,3,100,100,67306
8,0.28,10.0,0.16631578947368422,0.4078183290065372,0.0,2.7832389170610956e+43,2.7827039042519344e+45,2,100,100,1236
