L,kappa,lambda,eps_2,eps,acceptance_rate,delta_H_abs_mean,delta_H_abs_std,N_steps,N_trajectories,batch_size,seed
8,0.85,2.0,0.26368421052631574,0.513501908980206,0.00029999998514540493,6550.787642454875,105448.71895402283,2,100,100,48028
8,0.85,2.0,0.28315789473684216,0.5321258260382051,0.00019999999494757503,9243.753323147379,153483.23564444075,2,100,100,23035
8,0.85,2.0,0.3026315789473685,0.5501196042201809,9.999999747378752e-05,55534858088.15113,5553206551172.936,2,100,100,6210
8,0.85,2.0,0.32210526315789473,0.5675431817561504,0.0,1.6384805134476542e+16,1.5981348385662213e+18,2,100,100,70610
8,0.85,2.0,0.3415789473684211,0.5844475574150525,0.0,5.037202204399437e+19,5.036487348991946e+21,2,100,100,53060
8,0.85,2.0,0.3610526315789474,0.6008765526952665,0.0,1.8403651350553549e+21,1.807222542385447e+23,2,100,100,53854
8,0.85,2.0,0.3805263157894737,0.616868151057804,0.0,1.5890400232056952e+27,1.4756324132939467e+29,2,100,100,68798
8,0.85,2.0,0.4,0.6324555320336759,0.0,5.132300804891909e+28,5.0130554048535595e+30,2,100,100,42555
8,0.85,5.0,1e-06,0.001,1.0,1.5855007798602827e-06,1.3982348410692804e-06,1000,100,100,92637
8,0.85,5.0,1.4649382061914714e-06,0.0012103463166348181,1.0,2.2806422926073823e-06,2.0056072347299655e-06,826,100,100,54949
8,0.85,5.0,2.1460439479594814e-06,0.0014649382061914698,0.9998999834060669,3.446530030668882e-06,2.977548076471363e-06,683,100,100,58001
8,0.85,5.0,3.1438217715318246e-06,0.0017730825619614629,1.0,5.071322837163806e-06,4.413374872308712e-06,564,100,100,72057
8,0.85,5.0,4.605504626573514e-06,0.0021460439479594807,1.0,7.3616707087740714e-06,6.3446494173172005e-06,466,100,100,39951
8,0.85,5.0,6.7467796862591274e-06,0.002597456387749201,1.0,1.0950499917733935e-05,9.919313536161765e-06,385,100,100,64904
8,0.85,5.0,9.883615331157482e-06,0.0031438217715318217,1.0,1.616338492824987e-05,1.4711054970910873e-05,318,100,100,18980
8,0.85,5.0,1.4478885713912363e-05,0.0038051131013298886,1.0,2.3262598163185543e-05,2.0208190939714862e-05,263,100,100,79453
8,0.85,5.0,2.1210672865390052e-05,0.004605504626573515,1.0,3.364142876300456e-05,2.8938280827651613e-05,217,100,100,55446
8,0.85,5.0,3.1072325059538616e-05,0.005574255561017867,0.9998999834060669,4.8244846660375985e-05,4.377893793443282e-05,179,100,100,77127
8,0.85,5.0,4.55190361349187e-05,0.0067467796862591195,1.0,7.141309844045588e-05,6.33208408119104e-05,148,100,100,6278
8,0.85,5.0,6.668257514305255e-05,0.008165939942410338,1.0,0.00010499788590597846,9.403836432087282e-05,122,100,100,87136
8,0.85,5.0,9.768585201429122e-05,0.009883615331157482,1.0,0.00015385086132582338,0.0001371051625962379,101,100,100,62438
8,0.85,5.0,0.00014310373682010125,0.011962597411101873,1.0,0.00023379276511030655,0.00020521766034745564,84,100,100,10768
8,0.85,5.0,0.0002096381315165353,0.014478885713912355,0.9997999668121338,0.00033394828992851515,0.00031479437815324046,69,100,100,15031
8,0.85,5.0,0.0003071069083331647,0.0175244659928103,0.9997999668121338,0.00048229313148249277,0.00043685920206282687,57,100,100,30766
8,0.85,5.0,0.00044989264340259425,0.02121067286539006,0.9995999932289124,0.000712986000993232,0.0006453763440556232,47,100,100,65283
8,0.85,5.0,0.000659064922004935,0.02567225977597093,0.9993999600410461,0.0010815158926380034,0.0009854087556954215,39,100,100,37540
8,0.85,5.0,0.0009654893846056303,0.031072325059538598,0.9989999532699585,0.0014613386666764328,0.0013712009819593887,32,100,100,94749
8,0.85,5.0,0.0014143822871810778,0.03760827418509227,0.998699963092804,0.002453620374881408,0.0021877512343075833,27,100,100,99125
8,0.85,5.0,0.002071982650652037,0.04551903613491873,0.998199999332428,0.0033296269809485446,0.003028358713034324,22,100,100,55019
8,0.85,5.0,0.0030353265475060406,0.05509379772266603,0.9980999827384949,0.004706126602534824,0.004543273480909829,18,100,100,98843
8,0.85,5.0,0.004446565827708846,0.06668257514305252,0.995199978351593,0.0070044801582808845,0.006579727888643916,15,100,100,36940
